| Time            |   T° | Well   |   Data | Row   |   Column | Read    |   Ex |   Em |   Seconds | Experiment        | Label              | DNA Template                |   [DNA Template] (ng/uL) | Blank   |   DataBlank |   DataBlanked |
|:----------------|-----:|:-------|-------:|:------|---------:|:--------|-----:|-----:|----------:|:------------------|:-------------------|:----------------------------|-------------------------:|:--------|------------:|--------------:|
| 0 days 00:00:00 | 37   | B1     |    289 | B     |        1 | 490,520 |  490 |  520 |         0 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         258 |            31 |
| 0 days 00:05:00 | 37.1 | B1     |    312 | B     |        1 | 490,520 |  490 |  520 |       300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         247 |            65 |
| 0 days 00:10:00 | 37   | B1     |    449 | B     |        1 | 490,520 |  490 |  520 |       600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         253 |           196 |
| 0 days 00:15:00 | 37   | B1     |    982 | B     |        1 | 490,520 |  490 |  520 |       900 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         246 |           736 |
| 0 days 00:20:00 | 37   | B1     |   1880 | B     |        1 | 490,520 |  490 |  520 |      1200 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         243 |          1637 |
| 0 days 00:25:00 | 37   | B1     |   3161 | B     |        1 | 490,520 |  490 |  520 |      1500 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         250 |          2911 |
| 0 days 00:30:00 | 37   | B1     |   4846 | B     |        1 | 490,520 |  490 |  520 |      1800 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         240 |          4606 |
| 0 days 00:35:00 | 36.9 | B1     |   6747 | B     |        1 | 490,520 |  490 |  520 |      2100 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         241 |          6506 |
| 0 days 00:40:00 | 37   | B1     |   8842 | B     |        1 | 490,520 |  490 |  520 |      2400 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         241 |          8601 |
| 0 days 00:45:00 | 37.1 | B1     |  10989 | B     |        1 | 490,520 |  490 |  520 |      2700 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         252 |         10737 |
| 0 days 00:50:00 | 37.1 | B1     |  13163 | B     |        1 | 490,520 |  490 |  520 |      3000 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         229 |         12934 |
| 0 days 00:55:00 | 37   | B1     |  15536 | B     |        1 | 490,520 |  490 |  520 |      3300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         242 |         15294 |
| 0 days 01:00:00 | 37   | B1     |  17704 | B     |        1 | 490,520 |  490 |  520 |      3600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         254 |         17450 |
| 0 days 01:05:00 | 37   | B1     |  20189 | B     |        1 | 490,520 |  490 |  520 |      3900 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         217 |         19972 |
| 0 days 01:10:00 | 37.1 | B1     |  22162 | B     |        1 | 490,520 |  490 |  520 |      4200 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         219 |         21943 |
| 0 days 01:15:00 | 37   | B1     |  24399 | B     |        1 | 490,520 |  490 |  520 |      4500 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         239 |         24160 |
| 0 days 01:20:00 | 37   | B1     |  26567 | B     |        1 | 490,520 |  490 |  520 |      4800 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         231 |         26336 |
| 0 days 01:25:00 | 37.1 | B1     |  28349 | B     |        1 | 490,520 |  490 |  520 |      5100 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         236 |         28113 |
| 0 days 01:30:00 | 37   | B1     |  30232 | B     |        1 | 490,520 |  490 |  520 |      5400 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         257 |         29975 |
| 0 days 01:35:00 | 37.1 | B1     |  32194 | B     |        1 | 490,520 |  490 |  520 |      5700 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         253 |         31941 |
| 0 days 01:40:00 | 37.1 | B1     |  33987 | B     |        1 | 490,520 |  490 |  520 |      6000 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         254 |         33733 |
| 0 days 01:45:00 | 37.1 | B1     |  35855 | B     |        1 | 490,520 |  490 |  520 |      6300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         245 |         35610 |
| 0 days 01:50:00 | 37   | B1     |  37206 | B     |        1 | 490,520 |  490 |  520 |      6600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         256 |         36950 |
| 0 days 01:55:00 | 37   | B1     |  38984 | B     |        1 | 490,520 |  490 |  520 |      6900 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         249 |         38735 |
| 0 days 02:00:00 | 37   | B1     |  40256 | B     |        1 | 490,520 |  490 |  520 |      7200 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         256 |         40000 |
| 0 days 02:05:00 | 37   | B1     |  41361 | B     |        1 | 490,520 |  490 |  520 |      7500 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         232 |         41129 |
| 0 days 02:10:00 | 37   | B1     |  42877 | B     |        1 | 490,520 |  490 |  520 |      7800 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         257 |         42620 |
| 0 days 02:15:00 | 37   | B1     |  43748 | B     |        1 | 490,520 |  490 |  520 |      8100 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         233 |         43515 |
| 0 days 02:20:00 | 37   | B1     |  45108 | B     |        1 | 490,520 |  490 |  520 |      8400 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         242 |         44866 |
| 0 days 02:25:00 | 37   | B1     |  46043 | B     |        1 | 490,520 |  490 |  520 |      8700 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         244 |         45799 |
| 0 days 02:30:00 | 37   | B1     |  47018 | B     |        1 | 490,520 |  490 |  520 |      9000 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         243 |         46775 |
| 0 days 02:35:00 | 37   | B1     |  47193 | B     |        1 | 490,520 |  490 |  520 |      9300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         229 |         46964 |
| 0 days 02:40:00 | 37   | B1     |  48260 | B     |        1 | 490,520 |  490 |  520 |      9600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         243 |         48017 |
| 0 days 02:45:00 | 37   | B1     |  48504 | B     |        1 | 490,520 |  490 |  520 |      9900 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         232 |         48272 |
| 0 days 02:50:00 | 37   | B1     |  48845 | B     |        1 | 490,520 |  490 |  520 |     10200 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         244 |         48601 |
| 0 days 02:55:00 | 37.1 | B1     |  49371 | B     |        1 | 490,520 |  490 |  520 |     10500 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         240 |         49131 |
| 0 days 03:00:00 | 37.1 | B1     |  49896 | B     |        1 | 490,520 |  490 |  520 |     10800 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         268 |         49628 |
| 0 days 03:05:00 | 37   | B1     |  50330 | B     |        1 | 490,520 |  490 |  520 |     11100 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         251 |         50079 |
| 0 days 03:10:00 | 37.1 | B1     |  50279 | B     |        1 | 490,520 |  490 |  520 |     11400 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         246 |         50033 |
| 0 days 03:15:00 | 37   | B1     |  50649 | B     |        1 | 490,520 |  490 |  520 |     11700 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         252 |         50397 |
| 0 days 03:20:00 | 37   | B1     |  50639 | B     |        1 | 490,520 |  490 |  520 |     12000 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         253 |         50386 |
| 0 days 03:25:00 | 37.1 | B1     |  50599 | B     |        1 | 490,520 |  490 |  520 |     12300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         239 |         50360 |
| 0 days 03:30:00 | 37   | B1     |  50621 | B     |        1 | 490,520 |  490 |  520 |     12600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         238 |         50383 |
| 0 days 03:35:00 | 37   | B1     |  50749 | B     |        1 | 490,520 |  490 |  520 |     12900 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         265 |         50484 |
| 0 days 03:40:00 | 37   | B1     |  50362 | B     |        1 | 490,520 |  490 |  520 |     13200 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         247 |         50115 |
| 0 days 03:45:00 | 37   | B1     |  50745 | B     |        1 | 490,520 |  490 |  520 |     13500 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         262 |         50483 |
| 0 days 03:50:00 | 37   | B1     |  50477 | B     |        1 | 490,520 |  490 |  520 |     13800 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         245 |         50232 |
| 0 days 03:55:00 | 37   | B1     |  50458 | B     |        1 | 490,520 |  490 |  520 |     14100 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         243 |         50215 |
| 0 days 04:00:00 | 37   | B1     |  50303 | B     |        1 | 490,520 |  490 |  520 |     14400 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         257 |         50046 |
| 0 days 04:05:00 | 37   | B1     |  50366 | B     |        1 | 490,520 |  490 |  520 |     14700 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         248 |         50118 |
| 0 days 04:10:00 | 37.1 | B1     |  50069 | B     |        1 | 490,520 |  490 |  520 |     15000 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         245 |         49824 |
| 0 days 04:15:00 | 37   | B1     |  50186 | B     |        1 | 490,520 |  490 |  520 |     15300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         234 |         49952 |
| 0 days 04:20:00 | 37   | B1     |  49627 | B     |        1 | 490,520 |  490 |  520 |     15600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         235 |         49392 |
| 0 days 04:25:00 | 37.1 | B1     |  49737 | B     |        1 | 490,520 |  490 |  520 |     15900 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         263 |         49474 |
| 0 days 04:30:00 | 37   | B1     |  50014 | B     |        1 | 490,520 |  490 |  520 |     16200 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         268 |         49746 |
| 0 days 04:35:00 | 37   | B1     |  49492 | B     |        1 | 490,520 |  490 |  520 |     16500 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         239 |         49253 |
| 0 days 04:40:00 | 37   | B1     |  49617 | B     |        1 | 490,520 |  490 |  520 |     16800 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         234 |         49383 |
| 0 days 04:45:00 | 37.1 | B1     |  49364 | B     |        1 | 490,520 |  490 |  520 |     17100 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         266 |         49098 |
| 0 days 04:50:00 | 37   | B1     |  49230 | B     |        1 | 490,520 |  490 |  520 |     17400 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         251 |         48979 |
| 0 days 04:55:00 | 37   | B1     |  49265 | B     |        1 | 490,520 |  490 |  520 |     17700 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         243 |         49022 |
| 0 days 05:00:00 | 37.1 | B1     |  49205 | B     |        1 | 490,520 |  490 |  520 |     18000 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         260 |         48945 |
| 0 days 05:05:00 | 37   | B1     |  48795 | B     |        1 | 490,520 |  490 |  520 |     18300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         241 |         48554 |
| 0 days 05:10:00 | 37   | B1     |  48818 | B     |        1 | 490,520 |  490 |  520 |     18600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         241 |         48577 |
| 0 days 05:15:00 | 37.1 | B1     |  48949 | B     |        1 | 490,520 |  490 |  520 |     18900 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         253 |         48696 |
| 0 days 05:20:00 | 37.1 | B1     |  48826 | B     |        1 | 490,520 |  490 |  520 |     19200 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         260 |         48566 |
| 0 days 05:25:00 | 37   | B1     |  48432 | B     |        1 | 490,520 |  490 |  520 |     19500 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         259 |         48173 |
| 0 days 05:30:00 | 37.1 | B1     |  48482 | B     |        1 | 490,520 |  490 |  520 |     19800 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         248 |         48234 |
| 0 days 05:35:00 | 37   | B1     |  48281 | B     |        1 | 490,520 |  490 |  520 |     20100 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         264 |         48017 |
| 0 days 05:40:00 | 37   | B1     |  48365 | B     |        1 | 490,520 |  490 |  520 |     20400 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         250 |         48115 |
| 0 days 05:45:00 | 37   | B1     |  47927 | B     |        1 | 490,520 |  490 |  520 |     20700 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         234 |         47693 |
| 0 days 05:50:00 | 37   | B1     |  48008 | B     |        1 | 490,520 |  490 |  520 |     21000 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         258 |         47750 |
| 0 days 05:55:00 | 37   | B1     |  48054 | B     |        1 | 490,520 |  490 |  520 |     21300 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         263 |         47791 |
| 0 days 06:00:00 | 37.1 | B1     |  48074 | B     |        1 | 490,520 |  490 |  520 |     21600 | DNA Concentration | GFP-100            | pT7-deGFP (AR-11)           |                    100   | nan     |         230 |         47844 |
| 0 days 00:00:00 | 37   | B2     |    281 | B     |        2 | 490,520 |  490 |  520 |         0 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         258 |            23 |
| 0 days 00:05:00 | 37.1 | B2     |    293 | B     |        2 | 490,520 |  490 |  520 |       300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         247 |            46 |
| 0 days 00:10:00 | 37   | B2     |    439 | B     |        2 | 490,520 |  490 |  520 |       600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         253 |           186 |
| 0 days 00:15:00 | 37   | B2     |    806 | B     |        2 | 490,520 |  490 |  520 |       900 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         246 |           560 |
| 0 days 00:20:00 | 37   | B2     |   1530 | B     |        2 | 490,520 |  490 |  520 |      1200 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         243 |          1287 |
| 0 days 00:25:00 | 37   | B2     |   2644 | B     |        2 | 490,520 |  490 |  520 |      1500 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         250 |          2394 |
| 0 days 00:30:00 | 37   | B2     |   4065 | B     |        2 | 490,520 |  490 |  520 |      1800 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         240 |          3825 |
| 0 days 00:35:00 | 36.9 | B2     |   5656 | B     |        2 | 490,520 |  490 |  520 |      2100 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         241 |          5415 |
| 0 days 00:40:00 | 37   | B2     |   7634 | B     |        2 | 490,520 |  490 |  520 |      2400 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         241 |          7393 |
| 0 days 00:45:00 | 37.1 | B2     |   9718 | B     |        2 | 490,520 |  490 |  520 |      2700 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         252 |          9466 |
| 0 days 00:50:00 | 37.1 | B2     |  11611 | B     |        2 | 490,520 |  490 |  520 |      3000 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         229 |         11382 |
| 0 days 00:55:00 | 37   | B2     |  13878 | B     |        2 | 490,520 |  490 |  520 |      3300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         242 |         13636 |
| 0 days 01:00:00 | 37   | B2     |  15832 | B     |        2 | 490,520 |  490 |  520 |      3600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         254 |         15578 |
| 0 days 01:05:00 | 37   | B2     |  18038 | B     |        2 | 490,520 |  490 |  520 |      3900 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         217 |         17821 |
| 0 days 01:10:00 | 37.1 | B2     |  19848 | B     |        2 | 490,520 |  490 |  520 |      4200 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         219 |         19629 |
| 0 days 01:15:00 | 37   | B2     |  21969 | B     |        2 | 490,520 |  490 |  520 |      4500 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         239 |         21730 |
| 0 days 01:20:00 | 37   | B2     |  24024 | B     |        2 | 490,520 |  490 |  520 |      4800 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         231 |         23793 |
| 0 days 01:25:00 | 37.1 | B2     |  25661 | B     |        2 | 490,520 |  490 |  520 |      5100 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         236 |         25425 |
| 0 days 01:30:00 | 37   | B2     |  27464 | B     |        2 | 490,520 |  490 |  520 |      5400 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         257 |         27207 |
| 0 days 01:35:00 | 37.1 | B2     |  29482 | B     |        2 | 490,520 |  490 |  520 |      5700 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         253 |         29229 |
| 0 days 01:40:00 | 37.1 | B2     |  30645 | B     |        2 | 490,520 |  490 |  520 |      6000 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         254 |         30391 |
| 0 days 01:45:00 | 37.1 | B2     |  32260 | B     |        2 | 490,520 |  490 |  520 |      6300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         245 |         32015 |
| 0 days 01:50:00 | 37   | B2     |  33768 | B     |        2 | 490,520 |  490 |  520 |      6600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         256 |         33512 |
| 0 days 01:55:00 | 37   | B2     |  35319 | B     |        2 | 490,520 |  490 |  520 |      6900 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         249 |         35070 |
| 0 days 02:00:00 | 37   | B2     |  36503 | B     |        2 | 490,520 |  490 |  520 |      7200 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         256 |         36247 |
| 0 days 02:05:00 | 37   | B2     |  37595 | B     |        2 | 490,520 |  490 |  520 |      7500 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         232 |         37363 |
| 0 days 02:10:00 | 37   | B2     |  39035 | B     |        2 | 490,520 |  490 |  520 |      7800 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         257 |         38778 |
| 0 days 02:15:00 | 37   | B2     |  40114 | B     |        2 | 490,520 |  490 |  520 |      8100 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         233 |         39881 |
| 0 days 02:20:00 | 37   | B2     |  41095 | B     |        2 | 490,520 |  490 |  520 |      8400 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         242 |         40853 |
| 0 days 02:25:00 | 37   | B2     |  41727 | B     |        2 | 490,520 |  490 |  520 |      8700 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         244 |         41483 |
| 0 days 02:30:00 | 37   | B2     |  42719 | B     |        2 | 490,520 |  490 |  520 |      9000 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         243 |         42476 |
| 0 days 02:35:00 | 37   | B2     |  42940 | B     |        2 | 490,520 |  490 |  520 |      9300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         229 |         42711 |
| 0 days 02:40:00 | 37   | B2     |  43796 | B     |        2 | 490,520 |  490 |  520 |      9600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         243 |         43553 |
| 0 days 02:45:00 | 37   | B2     |  44560 | B     |        2 | 490,520 |  490 |  520 |      9900 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         232 |         44328 |
| 0 days 02:50:00 | 37   | B2     |  45253 | B     |        2 | 490,520 |  490 |  520 |     10200 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         244 |         45009 |
| 0 days 02:55:00 | 37.1 | B2     |  45431 | B     |        2 | 490,520 |  490 |  520 |     10500 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         240 |         45191 |
| 0 days 03:00:00 | 37.1 | B2     |  45888 | B     |        2 | 490,520 |  490 |  520 |     10800 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         268 |         45620 |
| 0 days 03:05:00 | 37   | B2     |  45898 | B     |        2 | 490,520 |  490 |  520 |     11100 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         251 |         45647 |
| 0 days 03:10:00 | 37.1 | B2     |  46429 | B     |        2 | 490,520 |  490 |  520 |     11400 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         246 |         46183 |
| 0 days 03:15:00 | 37   | B2     |  46268 | B     |        2 | 490,520 |  490 |  520 |     11700 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         252 |         46016 |
| 0 days 03:20:00 | 37   | B2     |  46955 | B     |        2 | 490,520 |  490 |  520 |     12000 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         253 |         46702 |
| 0 days 03:25:00 | 37.1 | B2     |  46637 | B     |        2 | 490,520 |  490 |  520 |     12300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         239 |         46398 |
| 0 days 03:30:00 | 37   | B2     |  46811 | B     |        2 | 490,520 |  490 |  520 |     12600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         238 |         46573 |
| 0 days 03:35:00 | 37   | B2     |  46768 | B     |        2 | 490,520 |  490 |  520 |     12900 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         265 |         46503 |
| 0 days 03:40:00 | 37   | B2     |  46881 | B     |        2 | 490,520 |  490 |  520 |     13200 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         247 |         46634 |
| 0 days 03:45:00 | 37   | B2     |  46821 | B     |        2 | 490,520 |  490 |  520 |     13500 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         262 |         46559 |
| 0 days 03:50:00 | 37   | B2     |  47066 | B     |        2 | 490,520 |  490 |  520 |     13800 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         245 |         46821 |
| 0 days 03:55:00 | 37   | B2     |  46636 | B     |        2 | 490,520 |  490 |  520 |     14100 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         243 |         46393 |
| 0 days 04:00:00 | 37   | B2     |  46499 | B     |        2 | 490,520 |  490 |  520 |     14400 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         257 |         46242 |
| 0 days 04:05:00 | 37   | B2     |  46575 | B     |        2 | 490,520 |  490 |  520 |     14700 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         248 |         46327 |
| 0 days 04:10:00 | 37.1 | B2     |  46485 | B     |        2 | 490,520 |  490 |  520 |     15000 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         245 |         46240 |
| 0 days 04:15:00 | 37   | B2     |  46556 | B     |        2 | 490,520 |  490 |  520 |     15300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         234 |         46322 |
| 0 days 04:20:00 | 37   | B2     |  46215 | B     |        2 | 490,520 |  490 |  520 |     15600 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         235 |         45980 |
| 0 days 04:25:00 | 37.1 | B2     |  46333 | B     |        2 | 490,520 |  490 |  520 |     15900 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         263 |         46070 |
| 0 days 04:30:00 | 37   | B2     |  46190 | B     |        2 | 490,520 |  490 |  520 |     16200 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         268 |         45922 |
| 0 days 04:35:00 | 37   | B2     |  46315 | B     |        2 | 490,520 |  490 |  520 |     16500 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         239 |         46076 |
| 0 days 04:40:00 | 37   | B2     |  45932 | B     |        2 | 490,520 |  490 |  520 |     16800 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         234 |         45698 |
| 0 days 04:45:00 | 37.1 | B2     |  45900 | B     |        2 | 490,520 |  490 |  520 |     17100 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         266 |         45634 |
| 0 days 04:50:00 | 37   | B2     |  46069 | B     |        2 | 490,520 |  490 |  520 |     17400 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         251 |         45818 |
| 0 days 04:55:00 | 37   | B2     |  45995 | B     |        2 | 490,520 |  490 |  520 |     17700 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         243 |         45752 |
| 0 days 05:00:00 | 37.1 | B2     |  45463 | B     |        2 | 490,520 |  490 |  520 |     18000 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         260 |         45203 |
| 0 days 05:05:00 | 37   | B2     |  45579 | B     |        2 | 490,520 |  490 |  520 |     18300 | DNA Concentration | GFP-50             | pT7-deGFP (AR-11)           |                     50   | nan     |         241 |         45338 |
