| Time            |   T° | Well   |   Data | Row   |   Column | Read    |   Ex |   Em |   Seconds | Experiment        | Label              | DNA Template                |   [DNA Template] (ng/uL) | Blank   |   DataBlank |   DataBlanked |
| 0 days 02:20:00 | 37   | C5     |    237 | C     |        5 | 490,520 |  490 |  520 |      8400 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 02:25:00 | 37   | C5     |    250 | C     |        5 | 490,520 |  490 |  520 |      8700 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 02:30:00 | 37   | C5     |    249 | C     |        5 | 490,520 |  490 |  520 |      9000 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 02:35:00 | 37   | C5     |    248 | C     |        5 | 490,520 |  490 |  520 |      9300 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 02:40:00 | 37   | C5     |    261 | C     |        5 | 490,520 |  490 |  520 |      9600 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 02:45:00 | 37   | C5     |    256 | C     |        5 | 490,520 |  490 |  520 |      9900 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 02:50:00 | 37   | C5     |    244 | C     |        5 | 490,520 |  490 |  520 |     10200 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 02:55:00 | 37.1 | C5     |    254 | C     |        5 | 490,520 |  490 |  520 |     10500 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:00:00 | 37.1 | C5     |    265 | C     |        5 | 490,520 |  490 |  520 |     10800 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:05:00 | 37   | C5     |    242 | C     |        5 | 490,520 |  490 |  520 |     11100 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:10:00 | 37.1 | C5     |    255 | C     |        5 | 490,520 |  490 |  520 |     11400 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:15:00 | 37   | C5     |    260 | C     |        5 | 490,520 |  490 |  520 |     11700 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:20:00 | 37   | C5     |    253 | C     |        5 | 490,520 |  490 |  520 |     12000 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:25:00 | 37.1 | C5     |    256 | C     |        5 | 490,520 |  490 |  520 |     12300 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:30:00 | 37   | C5     |    251 | C     |        5 | 490,520 |  490 |  520 |     12600 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:35:00 | 37   | C5     |    253 | C     |        5 | 490,520 |  490 |  520 |     12900 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:40:00 | 37   | C5     |    256 | C     |        5 | 490,520 |  490 |  520 |     13200 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:45:00 | 37   | C5     |    260 | C     |        5 | 490,520 |  490 |  520 |     13500 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:50:00 | 37   | C5     |    268 | C     |        5 | 490,520 |  490 |  520 |     13800 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 03:55:00 | 37   | C5     |    266 | C     |        5 | 490,520 |  490 |  520 |     14100 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:00:00 | 37   | C5     |    274 | C     |        5 | 490,520 |  490 |  520 |     14400 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:05:00 | 37   | C5     |    249 | C     |        5 | 490,520 |  490 |  520 |     14700 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:10:00 | 37.1 | C5     |    260 | C     |        5 | 490,520 |  490 |  520 |     15000 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:15:00 | 37   | C5     |    251 | C     |        5 | 490,520 |  490 |  520 |     15300 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:20:00 | 37   | C5     |    230 | C     |        5 | 490,520 |  490 |  520 |     15600 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:25:00 | 37.1 | C5     |    262 | C     |        5 | 490,520 |  490 |  520 |     15900 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:30:00 | 37   | C5     |    250 | C     |        5 | 490,520 |  490 |  520 |     16200 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:35:00 | 37   | C5     |    249 | C     |        5 | 490,520 |  490 |  520 |     16500 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:40:00 | 37   | C5     |    266 | C     |        5 | 490,520 |  490 |  520 |     16800 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:45:00 | 37.1 | C5     |    246 | C     |        5 | 490,520 |  490 |  520 |     17100 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:50:00 | 37   | C5     |    254 | C     |        5 | 490,520 |  490 |  520 |     17400 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 04:55:00 | 37   | C5     |    277 | C     |        5 | 490,520 |  490 |  520 |     17700 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:00:00 | 37.1 | C5     |    251 | C     |        5 | 490,520 |  490 |  520 |     18000 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:05:00 | 37   | C5     |    264 | C     |        5 | 490,520 |  490 |  520 |     18300 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:10:00 | 37   | C5     |    263 | C     |        5 | 490,520 |  490 |  520 |     18600 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:15:00 | 37.1 | C5     |    248 | C     |        5 | 490,520 |  490 |  520 |     18900 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:20:00 | 37.1 | C5     |    261 | C     |        5 | 490,520 |  490 |  520 |     19200 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:25:00 | 37   | C5     |    270 | C     |        5 | 490,520 |  490 |  520 |     19500 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:30:00 | 37.1 | C5     |    263 | C     |        5 | 490,520 |  490 |  520 |     19800 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:35:00 | 37   | C5     |    259 | C     |        5 | 490,520 |  490 |  520 |     20100 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:40:00 | 37   | C5     |    258 | C     |        5 | 490,520 |  490 |  520 |     20400 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:45:00 | 37   | C5     |    272 | C     |        5 | 490,520 |  490 |  520 |     20700 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:50:00 | 37   | C5     |    259 | C     |        5 | 490,520 |  490 |  520 |     21000 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 05:55:00 | 37   | C5     |    260 | C     |        5 | 490,520 |  490 |  520 |     21300 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 06:00:00 | 37.1 | C5     |    251 | C     |        5 | 490,520 |  490 |  520 |     21600 | DNA Comparison    | plamGFP (20240626) | pT7-tetO-plamGFP (20240626) |                     46.4 | nan     |         nan |           nan |
| 0 days 00:00:00 | 37   | C6     |    276 | C     |        6 | 490,520 |  490 |  520 |         0 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:05:00 | 37.1 | C6     |    242 | C     |        6 | 490,520 |  490 |  520 |       300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:10:00 | 37   | C6     |    254 | C     |        6 | 490,520 |  490 |  520 |       600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:15:00 | 37   | C6     |    259 | C     |        6 | 490,520 |  490 |  520 |       900 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:20:00 | 37   | C6     |    247 | C     |        6 | 490,520 |  490 |  520 |      1200 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:25:00 | 37   | C6     |    240 | C     |        6 | 490,520 |  490 |  520 |      1500 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:30:00 | 37   | C6     |    255 | C     |        6 | 490,520 |  490 |  520 |      1800 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:35:00 | 36.9 | C6     |    234 | C     |        6 | 490,520 |  490 |  520 |      2100 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:40:00 | 37   | C6     |    253 | C     |        6 | 490,520 |  490 |  520 |      2400 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:45:00 | 37.1 | C6     |    257 | C     |        6 | 490,520 |  490 |  520 |      2700 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:50:00 | 37.1 | C6     |    281 | C     |        6 | 490,520 |  490 |  520 |      3000 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:55:00 | 37   | C6     |    289 | C     |        6 | 490,520 |  490 |  520 |      3300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:00:00 | 37   | C6     |    343 | C     |        6 | 490,520 |  490 |  520 |      3600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:05:00 | 37   | C6     |    376 | C     |        6 | 490,520 |  490 |  520 |      3900 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:10:00 | 37.1 | C6     |    427 | C     |        6 | 490,520 |  490 |  520 |      4200 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:15:00 | 37   | C6     |    516 | C     |        6 | 490,520 |  490 |  520 |      4500 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:20:00 | 37   | C6     |    628 | C     |        6 | 490,520 |  490 |  520 |      4800 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:25:00 | 37.1 | C6     |    783 | C     |        6 | 490,520 |  490 |  520 |      5100 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:30:00 | 37   | C6     |    871 | C     |        6 | 490,520 |  490 |  520 |      5400 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:35:00 | 37.1 | C6     |   1093 | C     |        6 | 490,520 |  490 |  520 |      5700 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:40:00 | 37.1 | C6     |   1227 | C     |        6 | 490,520 |  490 |  520 |      6000 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:45:00 | 37.1 | C6     |   1430 | C     |        6 | 490,520 |  490 |  520 |      6300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:50:00 | 37   | C6     |   1623 | C     |        6 | 490,520 |  490 |  520 |      6600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 01:55:00 | 37   | C6     |   1754 | C     |        6 | 490,520 |  490 |  520 |      6900 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:00:00 | 37   | C6     |   1919 | C     |        6 | 490,520 |  490 |  520 |      7200 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:05:00 | 37   | C6     |   2104 | C     |        6 | 490,520 |  490 |  520 |      7500 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:10:00 | 37   | C6     |   2257 | C     |        6 | 490,520 |  490 |  520 |      7800 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:15:00 | 37   | C6     |   2468 | C     |        6 | 490,520 |  490 |  520 |      8100 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:20:00 | 37   | C6     |   2572 | C     |        6 | 490,520 |  490 |  520 |      8400 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:25:00 | 37   | C6     |   2716 | C     |        6 | 490,520 |  490 |  520 |      8700 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:30:00 | 37   | C6     |   2851 | C     |        6 | 490,520 |  490 |  520 |      9000 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:35:00 | 37   | C6     |   2929 | C     |        6 | 490,520 |  490 |  520 |      9300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:40:00 | 37   | C6     |   3055 | C     |        6 | 490,520 |  490 |  520 |      9600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:45:00 | 37   | C6     |   3202 | C     |        6 | 490,520 |  490 |  520 |      9900 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:50:00 | 37   | C6     |   3249 | C     |        6 | 490,520 |  490 |  520 |     10200 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 02:55:00 | 37.1 | C6     |   3378 | C     |        6 | 490,520 |  490 |  520 |     10500 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:00:00 | 37.1 | C6     |   3461 | C     |        6 | 490,520 |  490 |  520 |     10800 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:05:00 | 37   | C6     |   3457 | C     |        6 | 490,520 |  490 |  520 |     11100 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:10:00 | 37.1 | C6     |   3508 | C     |        6 | 490,520 |  490 |  520 |     11400 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:15:00 | 37   | C6     |   3573 | C     |        6 | 490,520 |  490 |  520 |     11700 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:20:00 | 37   | C6     |   3644 | C     |        6 | 490,520 |  490 |  520 |     12000 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:25:00 | 37.1 | C6     |   3660 | C     |        6 | 490,520 |  490 |  520 |     12300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:30:00 | 37   | C6     |   3740 | C     |        6 | 490,520 |  490 |  520 |     12600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:35:00 | 37   | C6     |   3755 | C     |        6 | 490,520 |  490 |  520 |     12900 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:40:00 | 37   | C6     |   3750 | C     |        6 | 490,520 |  490 |  520 |     13200 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:45:00 | 37   | C6     |   3800 | C     |        6 | 490,520 |  490 |  520 |     13500 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:50:00 | 37   | C6     |   3904 | C     |        6 | 490,520 |  490 |  520 |     13800 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 03:55:00 | 37   | C6     |   3824 | C     |        6 | 490,520 |  490 |  520 |     14100 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:00:00 | 37   | C6     |   3840 | C     |        6 | 490,520 |  490 |  520 |     14400 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:05:00 | 37   | C6     |   3926 | C     |        6 | 490,520 |  490 |  520 |     14700 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:10:00 | 37.1 | C6     |   3929 | C     |        6 | 490,520 |  490 |  520 |     15000 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:15:00 | 37   | C6     |   3962 | C     |        6 | 490,520 |  490 |  520 |     15300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:20:00 | 37   | C6     |   3992 | C     |        6 | 490,520 |  490 |  520 |     15600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:25:00 | 37.1 | C6     |   3879 | C     |        6 | 490,520 |  490 |  520 |     15900 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:30:00 | 37   | C6     |   4011 | C     |        6 | 490,520 |  490 |  520 |     16200 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:35:00 | 37   | C6     |   3910 | C     |        6 | 490,520 |  490 |  520 |     16500 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:40:00 | 37   | C6     |   3989 | C     |        6 | 490,520 |  490 |  520 |     16800 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:45:00 | 37.1 | C6     |   4008 | C     |        6 | 490,520 |  490 |  520 |     17100 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:50:00 | 37   | C6     |   4041 | C     |        6 | 490,520 |  490 |  520 |     17400 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 04:55:00 | 37   | C6     |   3995 | C     |        6 | 490,520 |  490 |  520 |     17700 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:00:00 | 37.1 | C6     |   4038 | C     |        6 | 490,520 |  490 |  520 |     18000 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:05:00 | 37   | C6     |   3993 | C     |        6 | 490,520 |  490 |  520 |     18300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:10:00 | 37   | C6     |   4005 | C     |        6 | 490,520 |  490 |  520 |     18600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:15:00 | 37.1 | C6     |   3966 | C     |        6 | 490,520 |  490 |  520 |     18900 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:20:00 | 37.1 | C6     |   4038 | C     |        6 | 490,520 |  490 |  520 |     19200 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:25:00 | 37   | C6     |   4022 | C     |        6 | 490,520 |  490 |  520 |     19500 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:30:00 | 37.1 | C6     |   4028 | C     |        6 | 490,520 |  490 |  520 |     19800 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:35:00 | 37   | C6     |   4140 | C     |        6 | 490,520 |  490 |  520 |     20100 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:40:00 | 37   | C6     |   4031 | C     |        6 | 490,520 |  490 |  520 |     20400 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:45:00 | 37   | C6     |   4013 | C     |        6 | 490,520 |  490 |  520 |     20700 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:50:00 | 37   | C6     |   3978 | C     |        6 | 490,520 |  490 |  520 |     21000 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 05:55:00 | 37   | C6     |   4010 | C     |        6 | 490,520 |  490 |  520 |     21300 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 06:00:00 | 37.1 | C6     |   4025 | C     |        6 | 490,520 |  490 |  520 |     21600 | DNA Comparison    | plamGFP (20240510) | pT7-tetO-plamGFP (20240510) |                     12.3 | nan     |         nan |           nan |
| 0 days 00:00:00 | 37   | C7     |    266 | C     |        7 | 490,520 |  490 |  520 |         0 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:05:00 | 37.1 | C7     |    270 | C     |        7 | 490,520 |  490 |  520 |       300 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:10:00 | 37   | C7     |    348 | C     |        7 | 490,520 |  490 |  520 |       600 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:15:00 | 37   | C7     |    674 | C     |        7 | 490,520 |  490 |  520 |       900 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:20:00 | 37   | C7     |   1291 | C     |        7 | 490,520 |  490 |  520 |      1200 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:25:00 | 37   | C7     |   2029 | C     |        7 | 490,520 |  490 |  520 |      1500 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
| 0 days 00:30:00 | 37   | C7     |   2910 | C     |        7 | 490,520 |  490 |  520 |      1800 | DNA Comparison    | deGFP 1            | pT7-deGFP (AR-11)           |                    178.5 | nan     |         nan |           nan |
